"","GEO_CODE","Lat","Long","Pop","Pop_male","Pop_female","Pop_16_26","Pop_32_39","Pop_40_52","Pop_53_65","Pop_66_76","Age_Moyen","Age_Median","Male_total","Female_total","Pop_Male_16_26","Pop_Female_16_26","Pop_Male_32_39","Pop_Female_32_39","Pop_Male_40_52","Pop_Female_40_52","Pop_Male_53_65","Pop_Female_53_65","Pop_Male_66_76","Pop_Female_66_76","sal_1","sal_2","sal_3","sal_4","sal_5","sal_6","sal_7","sal_8","sal_9","sal_10","sal_11","sal_1_m","sal_2_m","sal_3_m","sal_4_m","sal_5_m","sal_6_m","sal_7_m","sal_8_m","sal_9_m","sal_10_m","sal_11_m","sal_1_f","sal_2_f","sal_3_f","sal_4_f","sal_5_f","sal_6_f","sal_7_f","sal_8_f","sal_9_f","sal_10_f","sal_11_f","Total_Habitation","Propriétaire","Locataire","Condo","Celibataire","Conjoint_fait","Marie","Celibataire_M","Conjoint_fait_M","Marie_M","Celibataire_F","Conjoint_fait_F","Marie_F","Maison_Detache","Appartement","Bilingue","Couple_1","Couple_2","Couple_3"
"130","G9B",46.307554099,-72.6787528551,16945,8400,8550,1885,1855,3149,3282,1792,41.2,42.4,8400,8550,924,961,889,966,1596,1553,1598,1690,899,895,1465,2115,2135,2285,1890,1195,825,445,820,290,145,505,855,930,1160,1005,685,465,310,610,215,105,965,1260,1205,1125,885,515,360,140,210,70,40,5770,1135,585,4930,4485,4465,2320,2240,2245,2610,2245,2220,6940,7960,1185,5370,740,995,340
"131","G9C",46.3921821864,-72.6725160883,3245,1570,1680,317,486,554,557,285,37.5,37.6,1570,1680,137,174,235,253,270,289,259,293,148,137,220,295,350,435,370,295,205,105,150,50,40,75,100,130,210,190,175,115,70,110,35,25,150,195,215,230,180,120,90,40,45,15,10,1205,85,135,800,980,750,335,495,375,465,485,375,1325,2175,45,1160,160,185,70
"132","G9H",46.3205163249,-72.3713571498,13030,6525,6500,1424,1399,1979,2677,1506,42.9,44,6525,6500,720,697,712,679,975,994,1348,1329,790,714,1110,1890,1935,1740,1370,795,510,295,485,185,100,410,705,895,925,780,465,325,210,395,140,80,700,1180,1040,810,590,330,185,90,85,45,15,4195,1495,385,4250,3255,3295,2090,1635,1640,2165,1620,1655,5695,6015,1310,3440,550,635,235
"133","G9N",46.5564285327,-72.7197862552,16110,7835,8280,1628,1295,2191,3869,2569,50.2,54.9,7835,8280,843,781,692,603,1121,1057,1908,1965,1212,1361,1930,3945,2925,2175,1190,535,250,125,165,55,35,830,1610,1410,1225,715,340,160,100,135,50,25,1100,2335,1510,955,470,190,90,30,35,5,5,3520,4945,475,7890,2740,3845,3700,1375,1925,4195,1365,1920,8510,8815,5340,3335,490,355,110
"134","G9P",46.5068173038,-72.7436347824,11320,5270,6045,1213,849,1594,2795,1588,47.9,53,5270,6045,604,598,414,432,764,828,1319,1479,727,870,1075,1865,1875,1790,1170,645,345,160,260,100,40,380,655,815,920,670,365,200,125,195,80,25,700,1210,1060,875,500,280,140,30,65,20,10,3405,2000,240,4355,2330,3235,1795,1165,1615,2560,1165,1625,5370,5585,2080,2875,420,370,155
"135","G9R",46.6097868513,-72.826636531,2280,1160,1115,251,244,419,481,208,40.5,42.5,1160,1115,122,122,132,112,203,216,255,216,112,101,200,325,325,325,230,145,105,45,75,35,15,80,130,140,185,135,85,65,25,55,25,10,125,190,180,140,95,65,40,15,15,10,5,855,95,10,645,640,565,345,320,280,300,320,285,935,970,85,535,110,120,50
"136","G9T",46.6314966744,-72.7369905849,15915,7755,8160,1613,1202,2298,3931,2430,48.7,53.7,7755,8160,848,761,592,610,1130,1168,1949,1982,1138,1285,1660,3220,2830,2435,1490,745,395,165,250,75,60,600,1245,1275,1330,960,465,260,135,195,60,45,1055,1975,1555,1100,530,285,140,35,60,15,15,4675,3255,295,6590,3195,4245,3030,1605,2125,3560,1590,2120,7915,8105,3330,3395,595,495,190
"137","G9X",47.5343280824,-73.1324742295,10745,5440,5305,1057,943,1674,2551,1457,46.5,50.9,5440,5305,555,502,488,458,833,839,1329,1214,717,738,1135,1830,1750,1650,1065,595,405,190,175,80,30,425,630,730,980,690,405,305,160,130,65,25,715,1200,1020,670,375,185,95,35,40,10,5,3470,1750,290,3870,2560,2850,1960,1275,1415,1910,1285,1430,5175,5345,1935,2105,450,385,145
"138","H1A",45.6765859741,-73.4990157203,32515,15400,17115,4053,2973,5663,7330,3309,43.7,46.3,15400,17115,2040,2019,1435,1549,2719,2944,3480,3850,1512,1795,2880,4570,4740,4880,3690,2170,1225,590,715,285,155,1295,1680,2080,2385,1895,1200,710,365,515,195,125,1585,2885,2655,2495,1800,970,515,220,200,95,30,8625,5190,2955,13425,5945,8475,5905,2950,4235,7520,2995,4245,13830,16500,7470,13110,1540,1305,525
"139","H1B",45.6353210153,-73.5189936031,20140,9815,10325,2640,2018,3418,4142,2178,42.7,44,9815,10325,1326,1311,1024,997,1721,1702,2034,2113,972,1201,1925,3375,3315,3145,2110,1130,570,220,255,120,55,895,1280,1475,1600,1100,675,375,150,185,95,40,1030,2095,1840,1540,1010,450,195,70,70,30,15,4455,4595,960,8975,3535,4685,4235,1775,2340,4740,1760,2345,9030,9900,5860,7400,855,775,300
"140","H1C",45.6679563298,-73.5372133843,14680,7350,7325,2239,1789,3050,2390,881,36.3,37.1,7350,7325,1184,1046,873,924,1499,1554,1189,1202,448,431,1415,1760,1750,1820,1535,1010,570,320,425,180,85,685,770,805,835,730,480,310,185,300,115,65,730,990,945,980,805,525,260,135,130,65,20,3965,715,620,4985,1340,5425,2475,670,2730,2515,670,2690,4685,6490,1005,8400,745,1120,430
"141","H1E",45.6356186819,-73.5864672264,42420,20115,22305,5882,3737,7561,7802,4592,42.3,43.5,20115,22305,3005,2886,1760,1977,3519,4050,3546,4258,2067,2525,4555,7340,7195,5940,3930,2280,1195,645,925,330,185,2020,2910,3300,2880,1900,1160,650,410,625,210,130,2535,4430,3900,3065,2025,1120,545,235,295,115,60,10675,5755,2555,16775,2980,15890,7245,1495,7940,9535,1490,7950,16440,19890,7970,24165,2210,2365,930
"142","H1G",45.6127516307,-73.6225535116,48555,22820,25735,6545,4626,8288,7658,4819,41.4,41.4,22820,25735,3146,3394,2121,2505,4132,4158,3637,4024,2073,2746,6045,9690,8305,5940,3170,1470,680,310,335,125,65,2910,3890,3835,3040,1570,770,405,185,235,75,45,3140,5800,4470,2895,1600,705,280,120,100,45,20,5760,13910,1660,21830,3690,14135,9410,1845,7065,12420,1850,7075,19660,19295,16880,19310,1770,1870,1290
"143","H1H",45.5902532551,-73.6408295354,36130,17225,18905,4498,3767,6218,5611,3352,41.3,40.9,17225,18905,2206,2293,1750,2022,3270,2935,2792,2822,1402,1948,4470,7010,6330,4730,2445,1115,490,240,235,85,55,2255,2865,2860,2440,1240,605,270,145,160,60,40,2215,4145,3465,2290,1205,510,215,95,80,30,15,4210,11225,1640,16075,2675,10640,7115,1350,5325,8960,1325,5320,15450,13920,13815,14490,1420,1435,1020
"144","H1J",45.6097166162,-73.5793582014,10305,4815,5495,1114,946,1938,1888,1360,44.7,46.4,4815,5495,578,532,433,513,973,957,845,1036,561,806,1015,1630,1625,1515,1060,600,310,180,375,135,75,465,610,735,690,495,310,180,100,245,95,45,555,1015,895,820,565,295,135,85,135,45,30,2225,2550,1465,4155,1080,3525,1715,540,1760,2435,540,1770,4775,4860,3905,5495,440,480,185
"145","H1K",45.6096638789,-73.5472431733,34820,16650,18170,4316,4038,6260,5765,3021,39.4,39.4,16650,18170,2162,2150,1870,2168,3099,3166,2791,2975,1334,1689,3505,5020,4725,4430,3225,2075,1265,710,1020,405,200,1685,2030,2015,2100,1585,1085,690,415,685,265,140,1820,2990,2715,2335,1640,995,580,295,335,145,60,6340,7785,1735,12905,4470,10510,5645,2255,5275,7255,2215,5235,14110,15640,10495,15960,1525,1880,895
"146","H1L",45.6037181065,-73.5156745408,33465,16285,17185,4276,3767,5866,6626,3225,42.4,42.8,16285,17185,2113,2163,1918,1849,2993,2871,3231,3398,1459,1775,3510,5575,5490,4905,3450,1860,1105,485,570,235,125,1785,2240,2445,2450,1780,1065,610,295,385,160,90,1730,3330,3040,2455,1665,795,495,185,180,70,35,6685,9395,2405,15570,5665,7390,7225,2865,3690,8350,2800,3700,16100,16610,13440,14650,1355,1165,470
"147","H1M",45.5882785043,-73.5572124175,29360,13450,15910,3005,2885,4505,5325,4025,47.2,49.2,13450,15910,1466,1543,1402,1488,2219,2278,2403,2919,1687,2336,2925,4520,4875,4420,2965,1665,1040,545,900,320,175,1350,1720,2000,2050,1420,840,590,320,605,200,130,1575,2805,2880,2365,1550,825,450,230,295,125,50,6080,7820,3475,12345,3330,9745,4860,1685,4870,7485,1645,4880,13940,11200,12975,14895,1150,1150,515
"148","H1N",45.5761401232,-73.525218489,23870,11525,12345,2793,3034,3984,4192,2431,44.2,43.4,11525,12345,1355,1445,1582,1452,2149,1838,2076,2118,1012,1412,2460,3980,3810,3480,2270,1270,765,340,405,170,95,1185,1600,1700,1745,1195,710,440,220,270,105,65,1280,2375,2110,1735,1075,560,325,120,135,60,30,3800,7870,1825,11420,3555,5765,5205,1810,2910,6220,1745,2855,11595,11330,10390,10795,960,805,295
"149","H1P",45.59657911,-73.5927695117,18060,8535,9525,2063,1808,3430,2677,1950,41,41.8,8535,9525,994,1071,776,1032,1764,1664,1238,1445,831,1115,1915,3140,3055,2475,1490,740,450,230,435,155,70,890,1160,1375,1195,720,415,260,135,285,100,50,1025,1980,1680,1280,770,325,185,95,150,55,25,3015,4280,775,6360,980,7195,2640,490,3595,3720,490,3600,7275,7130,6050,9770,855,1065,540
"150","H1R",45.5864311872,-73.6081539952,30900,14800,16105,3709,3387,5659,4397,2834,40.1,40,14800,16105,1831,1875,1498,1886,2925,2734,2075,2327,1276,1558,3650,5155,5225,3940,2515,1200,660,330,610,210,120,1725,1990,2375,2010,1255,650,375,205,420,135,85,1930,3165,2845,1930,1260,555,280,125,190,75,35,4145,7590,670,10825,1560,12250,4750,780,6125,6075,780,6130,11760,11970,10315,15645,1465,1825,935
"151","H1S",45.5808144532,-73.5825008525,25740,12010,13730,2762,2743,4647,3511,2537,42.5,42.3,12010,13730,1318,1443,1235,1503,2458,2189,1649,1856,1020,1515,3015,4265,4430,3315,1955,1000,515,270,315,130,60,1465,1610,1935,1650,1010,545,300,170,220,90,35,1550,2660,2495,1665,945,460,220,100,95,45,25,3330,7075,1860,9925,1380,9565,4090,700,4785,5835,680,4785,10400,8735,10315,11965,1100,1265,770
"152","H1T",45.5730001682,-73.5700876271,31335,14765,16575,3415,3811,5336,5211,3253,43,42.2,14765,16575,1623,1797,1818,2001,2830,2503,2461,2748,1385,1868,3335,5155,5150,4260,2835,1580,995,550,1060,345,190,1620,2095,2280,2000,1355,810,525,335,680,215,125,1720,3060,2870,2265,1480,775,475,215,375,130,65,4645,10685,2135,13490,3920,8895,5805,1980,4470,7690,1940,4425,15325,14365,13705,15790,1305,1410,525
"153","H1V",45.5574550681,-73.5350759818,22090,11415,10670,3201,3918,3676,3246,1458,39.6,36.7,11415,10670,1643,1554,2143,1770,2058,1608,1747,1503,692,764,2515,4165,3335,2810,2110,1195,770,405,455,195,90,1410,1995,1685,1485,1080,680,430,250,305,125,55,1105,2170,1650,1330,1030,520,345,150,155,70,30,3600,8020,3125,11745,4495,3120,6090,2345,1600,5650,2150,1510,11625,11215,11365,12010,750,510,200
"154","H1W",45.5429955187,-73.5424785711,28890,15095,13800,5105,5116,4505,4044,1729,38.4,34.8,15095,13800,2467,2636,2859,2252,2561,1946,2210,1821,880,848,3765,5995,5135,4095,2600,1440,750,385,415,180,80,2105,2905,2585,2105,1370,840,460,240,295,125,55,1665,3090,2555,1990,1230,600,285,140,120,55,20,3465,12245,2875,16105,6030,3755,8485,3140,1920,7615,2890,1835,15740,15305,15480,16865,845,580,235
"155","H1X",45.5582903225,-73.5700667543,30370,14465,15905,3824,4389,5413,5137,2552,40.7,39.5,14465,15905,1897,1931,2147,2245,2786,2628,2447,2689,1063,1494,3235,5350,4695,4110,2730,1825,1095,590,835,325,195,1660,2350,2110,1970,1255,915,565,335,505,185,115,1575,3000,2585,2140,1480,915,530,250,335,140,80,4775,11025,3285,14775,5120,5910,6635,2590,2975,8140,2525,2940,15830,15920,15080,16385,1200,1120,365
"156","H1Y",45.5486385838,-73.5787881878,27170,12975,14200,3258,4576,4928,4216,1815,39.6,38,12975,14200,1536,1719,2188,2393,2575,2361,2060,2157,761,1048,2505,4150,3845,3595,2665,1850,1230,760,1170,395,250,1270,1870,1710,1680,1205,885,610,425,755,230,165,1240,2280,2135,1910,1460,965,620,340,420,165,80,4545,9525,2760,12435,5915,4650,5550,2990,2300,6880,2925,2350,14120,14115,13270,16085,1135,1030,295
"157","H1Z",45.5694314392,-73.6220933982,35470,17105,18370,5126,4046,6326,5006,2533,36.9,36.1,17105,18370,2502,2624,1874,2177,3256,3078,2443,2560,1137,1396,4815,7650,6245,4045,1925,780,325,115,100,45,25,2460,3205,2990,2120,975,390,170,55,60,30,15,2360,4450,3255,1925,950,390,150,55,40,15,10,3785,9690,1340,14880,1985,10820,6775,990,5455,8105,995,5370,13495,13655,12770,13235,1420,1565,1160
"158","H2A",45.5618280792,-73.5989693539,19650,9790,9865,2656,2547,3547,3010,1485,39.8,38.7,9790,9865,1335,1316,1309,1243,1894,1656,1511,1511,642,841,2705,3910,3400,2345,1490,735,390,160,170,90,35,1415,1715,1680,1215,780,380,210,90,115,60,30,1280,2195,1720,1135,705,350,175,60,60,30,10,3025,5570,1135,8580,1935,5790,4135,965,2940,4450,965,2850,8575,8860,7410,9010,870,880,430
"159","H2B",45.5745083012,-73.6518602707,17680,8300,9380,1953,2075,3210,3053,1702,42.1,42,8300,9380,928,1026,1014,1069,1643,1572,1449,1588,691,1007,1850,3120,2865,2410,1490,910,605,285,385,155,75,910,1265,1280,1165,725,450,285,160,245,95,50,940,1860,1585,1250,765,460,320,125,140,60,25,2695,5840,695,7845,1985,4865,3345,995,2430,4495,990,2435,8540,8510,7980,9060,760,755,335
"160","H2C",45.5619957945,-73.6603370683,18690,8515,10170,2152,2148,3119,3114,1809,44.6,43.9,8515,10170,984,1154,1086,1062,1596,1518,1452,1662,707,1102,1850,2635,2420,2350,1715,1150,785,470,845,255,155,900,1090,1055,1075,775,550,375,260,525,140,95,950,1540,1365,1275,945,605,410,215,320,115,55,3320,5405,1145,8445,2715,4805,3390,1375,2400,5055,1340,2400,8695,8440,7575,10345,750,780,290
"161","H2E",45.5513632676,-73.6116472801,24300,12060,12240,3781,3395,4223,3541,1678,38.8,36.6,12060,12240,1868,1913,1690,1702,2185,2040,1817,1723,731,953,2985,4950,4350,3140,1925,1045,580,270,370,150,100,1570,2250,2045,1610,945,530,305,160,225,80,65,1415,2705,2305,1535,985,510,270,110,140,65,35,2995,8705,1385,11570,3265,5680,5580,1645,2860,5990,1625,2820,11760,11795,10935,13150,935,940,435
"162","H2G",45.5438384766,-73.5927419107,21980,10840,11135,3146,3902,3678,3289,1410,39.2,36.6,10840,11135,1507,1639,1914,1996,1957,1716,1713,1577,652,765,2250,3775,3450,2970,2165,1445,920,455,680,270,145,1180,1830,1655,1415,1020,670,465,270,425,175,80,1070,1950,1795,1550,1140,770,460,185,250,95,65,3495,8330,1730,11145,4780,3275,5380,2380,1645,5770,2395,1630,11765,11670,11460,13665,830,700,205
"163","H2H",45.5374158326,-73.5734763555,14675,7250,7425,2437,2850,2440,1781,674,37.1,34.3,7250,7425,1118,1319,1461,1381,1300,1140,920,860,309,359,1615,2400,2150,1940,1440,1030,680,380,570,215,135,810,1115,1040,965,645,505,360,230,360,130,70,805,1290,1110,975,795,520,320,145,215,85,65,2085,5745,1840,7550,3580,1785,3620,1820,910,3930,1760,875,7830,7610,7755,10135,530,385,100
"164","H2J",45.5302467024,-73.5831269755,26555,13565,12995,4413,5170,4578,3391,1370,36.6,34.4,13565,12995,2081,2325,2652,2515,2546,2032,1797,1584,685,680,3220,3855,3410,3195,2680,2085,1425,915,1895,620,350,1645,1890,1635,1565,1290,1065,765,545,1220,375,215,1575,1960,1775,1625,1390,1020,665,370,675,245,135,5085,9890,4345,13030,6605,3765,6640,3405,1915,6390,3200,1855,14820,14415,14325,19455,985,765,225
"165","H2K",45.5306449988,-73.5539110617,28730,15760,12965,5105,4988,4682,4070,1915,39,35.4,15760,12965,2538,2568,2870,2121,2873,1814,2428,1643,1036,885,3745,6175,4900,4015,2520,1525,870,425,555,235,115,2110,3210,2555,2220,1430,915,565,295,405,160,85,1630,2960,2340,1800,1085,610,310,130,155,75,30,3855,12290,3770,16645,5295,4060,9275,2920,2155,7365,2375,1910,16155,13875,15830,18055,785,545,210
"166","H2L",45.5181371798,-73.5522872288,24220,13980,10245,3861,3939,4012,3969,2153,41.3,37.7,13980,10245,1933,1928,2286,1656,2619,1393,2624,1354,1282,867,3365,4390,3305,3010,2230,1525,980,610,1315,400,230,1885,2395,1795,1680,1310,930,650,375,925,265,160,1480,1995,1505,1330,915,600,325,225,390,130,70,3890,10070,4615,14015,4745,3535,8340,2750,1895,5670,1995,1640,13980,10820,13770,16485,655,380,135
"167","H2M",45.5528388697,-73.6411324769,18625,8920,9700,2761,2301,2878,3190,1812,41.6,39.7,8920,9700,1363,1407,1196,1110,1422,1461,1471,1724,778,1034,1905,2740,2375,2425,1910,1290,880,440,765,265,140,950,1145,1035,1080,915,670,440,250,490,170,80,955,1590,1340,1340,990,615,435,190,270,95,55,3560,5145,2215,8530,2940,4560,3785,1485,2300,4745,1455,2255,8770,8140,7945,11000,760,680,260
"168","H2N",45.539405913,-73.6513416084,6335,3185,3150,849,825,1133,936,477,39.6,38.3,3185,3150,431,420,429,406,602,531,475,460,218,250,760,1220,1205,860,465,275,125,60,70,30,25,380,495,600,465,275,165,70,35,45,15,15,380,725,600,400,190,110,55,25,20,5,5,1130,1535,360,2545,535,2170,1265,270,1095,1275,260,1080,2665,2530,2585,3460,280,325,155
"169","H2P",45.5435135666,-73.6339296526,14690,7315,7375,2288,2583,2398,2011,843,37.5,34.8,7315,7375,1111,1181,1333,1248,1269,1134,1010,1001,403,447,1530,2385,2295,2060,1635,1000,640,300,430,160,90,770,1120,1120,980,745,515,345,180,285,110,60,765,1265,1175,1080,890,485,295,120,140,50,30,2245,5235,930,6740,3305,2660,3290,1660,1335,3455,1645,1330,7420,7035,7150,9620,595,515,160
"170","H2R",45.5400934926,-73.6225158767,22440,10880,11560,3552,4204,3428,2880,1430,38.1,34.8,10880,11560,1627,1923,2129,2078,1791,1632,1422,1447,618,810,2490,4020,3440,2965,2370,1555,950,540,775,265,165,1255,1815,1600,1370,1095,775,495,300,475,170,105,1235,2205,1845,1595,1270,780,455,240,295,95,60,3575,8420,2260,10715,5140,3855,4905,2590,1940,5815,2550,1910,12025,11825,11700,15100,890,725,175
"171","H2S",45.535355844,-73.6061025197,27360,13335,14020,4203,5648,4267,3181,1465,37.3,34.2,13335,14020,1933,2270,2841,2807,2317,1958,1638,1550,660,815,2940,4905,4175,3625,2880,1895,1195,640,975,325,205,1495,2220,1920,1725,1355,980,650,370,635,205,135,1440,2685,2255,1900,1525,910,540,270,335,125,70,4120,10800,3230,13800,6405,3960,6490,3245,1990,7310,3160,1970,14880,14020,14560,18865,960,755,220
"172","H2T",45.5246668543,-73.595252826,16270,7960,8315,2704,2758,2752,2222,1119,38.9,35.9,7960,8315,1308,1392,1451,1310,1414,1338,1054,1168,517,604,2225,2775,2305,1810,1375,1000,715,460,940,300,210,1100,1260,1100,875,645,480,360,270,585,180,130,1125,1515,1205,935,730,520,355,185,350,115,80,2645,5640,2120,8405,3150,2825,3965,1615,1415,4440,1535,1410,8305,7745,8035,11665,545,475,130
"173","H2V",45.5168219166,-73.6072023342,31325,15050,16265,5006,3373,4779,4141,2489,36.7,34.3,15050,16265,2463,2543,1624,1749,2329,2450,1976,2161,1110,1376,3585,3430,2950,2710,2225,1670,1255,935,3480,675,490,1850,1615,1390,1110,860,655,545,450,2070,345,250,1740,1815,1560,1600,1360,1010,705,490,1415,335,240,5805,6585,3605,11890,3680,8685,5235,1875,4315,6660,1805,4370,12440,11980,10465,20975,1110,1230,1140
"174","H2W",45.5176115629,-73.5804388349,11305,5750,5550,2794,1731,1816,1300,674,37.3,33.3,5750,5550,1370,1421,930,801,995,813,679,614,324,355,2095,1965,1510,1225,885,660,470,275,670,195,120,1090,960,780,615,435,350,280,155,435,125,65,1005,1005,725,605,445,305,195,120,235,70,50,1850,4150,1530,6420,2040,1850,3270,1055,935,3150,985,915,5965,5620,5790,7860,350,270,70
"175","H2X",45.5115462622,-73.5683427405,19915,10620,9300,5846,2529,2360,2524,1685,39.6,32.7,10620,9300,2952,2888,1438,1088,1390,960,1491,1024,872,822,4930,3755,2425,1865,1320,925,550,380,890,240,180,2530,1895,1265,950,765,530,355,255,645,175,120,2400,1860,1160,915,555,395,195,130,240,70,60,2105,9925,2560,13170,2145,3540,7070,1175,1820,6105,970,1720,12030,5680,11785,11305,405,265,115
"176","H2Y",45.5056604015,-73.5550198738,3455,1920,1530,350,559,696,767,381,45.1,44.7,1920,1530,168,182,328,226,427,269,439,327,202,174,395,420,295,335,300,250,240,175,685,145,85,205,220,160,160,140,145,120,100,480,95,55,195,200,135,175,165,105,120,70,205,50,30,1015,1065,1475,1640,655,980,955,370,515,680,285,470,2115,980,2095,2640,110,45,10
"177","H2Z",45.5051947503,-73.5621801462,2315,1210,1105,329,347,386,357,242,45.9,42.3,1210,1105,182,151,199,146,219,162,178,179,104,136,360,445,260,215,195,140,105,90,275,50,40,175,180,125,100,105,75,70,60,205,35,30,185,260,130,110,95,60,40,30,70,15,10,375,1055,760,1180,330,690,605,190,355,570,140,335,1440,190,1425,1345,75,35,5
"178","H3A",45.5040468815,-73.5747212573,3580,1805,1775,1495,366,305,384,261,35.6,27.8,1805,1775,746,749,202,169,156,149,191,188,122,141,1275,525,300,255,195,135,100,85,285,50,35,605,250,155,135,100,85,55,55,170,30,15,670,280,140,125,95,50,40,35,110,25,20,485,1635,935,2350,235,855,1185,125,420,1165,110,440,2160,230,2150,2020,105,55,10
"179","H3B",45.5005328062,-73.5684370034,580,340,240,193,85,73,78,34,34.7,30.1,340,240,108,85,52,30,34,21,41,35,25,6,120,60,55,40,40,25,20,10,60,10,10,55,35,35,25,30,20,10,10,40,10,0,70,30,20,20,10,5,5,0,15,0,0,140,160,300,345,55,155,220,30,80,120,25,75,300,40,295,395,15,10,5
"180","H3C",45.4998945884,-73.5412953451,10880,5895,4980,1989,2366,1548,1360,564,36.8,33.3,5895,4980,1021,972,1315,1041,899,654,730,634,304,253,1210,1035,925,1150,1150,1065,740,530,1460,360,265,570,485,460,540,590,590,450,320,975,220,160,640,545,465,605,555,475,290,210,485,140,105,3570,2645,5440,5230,2080,2745,2935,1140,1390,2295,945,1355,6275,1100,6070,8170,410,180,35
"181","H3E",45.450369752,-73.5441005916,20460,9540,10920,1738,2476,3850,3811,2540,44,44.8,9540,10920,821,917,1171,1305,1844,2006,1715,2101,1135,1403,2290,2030,1835,1820,1740,1350,1015,805,3190,570,460,1005,805,715,775,725,585,510,435,1965,305,250,1285,1225,1120,1050,1010,765,505,380,1225,265,210,5575,4065,5465,6955,2610,7660,2760,1335,3815,4195,1280,3845,9640,5540,7815,14595,1050,995,270
"182","H3G",45.4987180346,-73.5793492479,7455,3650,3810,1996,787,778,1014,844,42.2,34.5,3650,3810,1029,956,416,373,355,413,445,573,380,458,1975,890,665,720,490,435,270,180,995,145,105,945,390,310,330,235,200,145,95,600,80,50,1035,500,355,395,260,235,125,85,395,65,50,1435,2945,1840,4085,570,2350,1950,300,1170,2135,275,1180,4385,965,4180,4880,245,135,60
"183","H3H",45.5009042715,-73.5877310288,19025,9985,9040,5859,2665,1878,1741,1386,36.7,30,9985,9040,3139,2717,1434,1234,1014,859,887,859,624,769,6260,3315,2145,1590,1165,725,450,280,825,160,125,3340,1725,1110,810,635,405,250,165,515,100,85,2920,1590,1035,780,535,320,195,120,305,60,45,1435,10035,2095,11740,1360,4660,6285,695,2350,5460,665,2315,11435,2595,11195,10315,560,300,125
"184","H3J",45.4860151638,-73.5731592683,11070,5405,5665,1640,1432,1819,1863,876,38.9,36.9,5405,5665,823,819,682,753,869,955,956,908,448,439,1530,2075,1270,980,705,525,375,260,660,170,125,840,910,485,420,310,250,205,160,420,105,75,690,1170,785,555,390,275,175,100,245,65,50,1855,3150,1800,5345,1270,2630,2505,675,1325,2840,595,1310,5010,4600,4090,6555,325,285,255
"185","H3K",45.4804078284,-73.5553556996,14920,7380,7540,2232,2368,2537,2314,1023,38,35.8,7380,7540,1051,1185,1188,1183,1255,1279,1191,1120,490,529,1795,2975,2010,1740,1265,840,540,330,685,185,130,895,1380,895,845,640,415,295,190,445,110,75,895,1590,1115,890,620,425,245,150,240,75,55,2450,5195,1875,7375,2590,2790,3495,1345,1410,3880,1250,1390,7645,7875,6475,9255,560,440,175
"186","H3L",45.5472569253,-73.6735812873,20635,10330,10310,2612,2701,3703,3405,1766,40.8,39.9,10330,10310,1331,1283,1443,1252,2031,1675,1689,1719,778,992,2335,2995,2615,2285,1600,1100,815,545,1145,325,225,1200,1320,1250,1130,740,510,390,295,705,170,130,1135,1680,1370,1155,860,590,430,250,440,155,90,3550,5860,1350,8835,2800,5645,4295,1395,2945,4540,1400,2700,9370,9370,8055,11495,835,930,430
"187","H3M",45.5386221957,-73.6940309337,15480,7430,8050,1796,1560,2890,2422,1683,43.5,44,7430,8050,881,924,744,816,1508,1379,1169,1257,723,959,2045,2995,2295,1675,1095,670,445,275,580,180,115,990,1275,1075,815,550,345,235,150,360,95,75,1050,1720,1215,855,545,320,210,120,225,85,40,2905,3470,520,6105,825,6005,2700,415,3010,3410,415,2990,6360,6280,4910,8805,720,860,425
"188","H3N",45.5301580155,-73.6326657275,28280,14700,13580,4286,3578,4843,3913,2339,39.1,37.1,14700,13580,2281,2007,1857,1713,2658,2175,2115,1798,1173,1159,4885,7320,5090,2705,1155,505,245,110,110,55,25,2680,3510,2685,1555,645,295,155,75,70,35,10,2200,3815,2405,1155,505,210,85,35,40,20,10,2525,9505,1010,11995,1270,10170,6390,635,5260,5610,630,4910,12055,11185,11705,12805,1225,1230,830
"189","H3P",45.5216940008,-73.6393192028,10205,4860,5350,1360,783,1970,1626,1011,42,43.3,4860,5350,693,671,349,426,901,1066,786,837,464,541,1210,1040,785,700,670,510,425,340,1885,275,255,525,405,305,270,285,230,195,165,1145,145,135,685,635,480,430,380,280,220,175,740,130,120,2500,1130,495,3340,745,4165,1385,375,2070,1960,370,2095,3650,4270,1470,7825,490,745,320
"190","H3R",45.5100644395,-73.6477959095,9650,4650,5000,1265,782,1839,1570,965,41,42.5,4650,5000,640,627,347,432,860,979,795,780,424,544,1050,925,790,750,635,485,390,300,1795,270,210,485,395,330,285,260,200,150,140,1135,150,115,570,525,460,465,385,285,240,160,660,125,95,2265,1325,300,3055,660,3965,1320,330,1980,1735,335,1985,3560,3845,1515,7575,435,735,320
"191","H3S",45.5063391678,-73.6297119263,33125,16215,16915,6018,4431,5354,4084,2161,36.6,34.2,16215,16915,3108,2907,2197,2234,2648,2706,1925,2159,892,1271,5600,6240,5355,3520,1840,915,625,320,940,215,160,3015,2765,2470,1665,875,435,310,150,585,120,95,2590,3470,2885,1860,970,480,315,170,355,100,70,2635,11680,2440,14270,1930,10840,6730,950,5380,7545,985,5460,14355,11755,14165,17735,1400,1340,925
